label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
2	264 mph	0.5676	San Diego	San Francisco, San Jose	0.1453	-472	-592	Bioinformatics	1618 kg	221	-235	0.2548	301 kg
2	-214 mph	0.2786	San Diego	Santa Ana	1.1987	-920	1391	Computer Science	-163 kg	-615	1254	0.1597	1155 kg
3	-342 mph	-1.1113	Riverside	Fremont	-1.9416	-445	1434	Computer Engineering	932 kg	171	751	1.002	-385 kg
2	1139 mph	1.2361	San Diego	Santa Clarita, Stockton, Santa Ana, Sacramento	0.7769	843	444	Computer Science	770 kg	904	614	0.7662	-222 kg
2	107 mph	-2.4086	San Diego	Modesto, Stockton	-0.7393	522	-411	Computer Science	-1331 kg	773	651	0.6099	2347 kg
1	2012 mph	1.7253	Bakersfield	Riverside	0.7046	1264	519	Electrical Engineering, Biotechnology	-1056 kg	594	-29	0.1388	637 kg
1	1245 mph	0.198	Fremont	Oakland, Riverside	1.1403	-49	-654	Biotechnology, Computer Game Design	1228 kg	-147	-243	-0.5981	1114 kg
0	231 mph	0.4136	Irvine	Chula Vista	1.3253	44	3487	Bioengineering	1245 kg	1414	184	1.0547	-209 kg
1	799 mph	0.6993	Fremont	Riverside, Irvine, Oakland	0.0102	787	2190	Electrical Engineering	442 kg	344	-497	-0.2195	1122 kg
1	1295 mph	-0.0774	bAKERSFIELD	San Jose, Bakersfield, San Bernardino	0.7662	206	-587	Biotechnology, Computer Game Design	418 kg	-224	874	0.044	1481 kg
5	522 mph	0.9853	Modesto	San Jose	0.9327	1707	-660	Technology and Information Management, Applied Mathematics	-326 kg	-61	453	1.1672	1006 kg
5	-627 mph	0.958	San Bernardino	San Bernardino, Bakersfield, San Francisco	1.2568	730	1686	Applied Mathematics	200 kg	700	-1235	0.5094	-195 kg
0	-714 mph	1.7946	San Francisco	Fresno, Moreno Valley	0.3628	1418	2391	Bioengineering	326 kg	-366	-720	-0.4599	1059 kg
4	518 mph	-1.4005	Stockton	Fremont	1.7662	1806	1157	Robotics Engineering, Statistics	-951 kg	331	-1765	0.1235	-498 kg
4	494 mph	-0.2308	Oakland	San Diego	-0.4255	542	630	Statistics	2347 kg	1174	584	1.6235	-134 kg
4	103 mph	2.8689	Anaheim	San Diego	-0.222	646	942	Computational Media, Applied Mathematics	-176 kg	580	-969	1.8004	549 kg
4	839 mph	1.3389	Fresno	San Diego	1.2381	109	1476	Robotics Engineering, Statistics	1210 kg	754	-909	1.1139	-96 kg
5	470 mph	0.6885	Moreno Valley	Bakersfield, San Bernardino, San Francisco	1.7403	-287	-848	Computational Media, Applied Mathematics	1594 kg	-209	-1633	0.7277	-867 kg
1	-746 mph	-1.0699	Fremont	Irvine, Long Beach, Riverside	1.2296	804	927	Data Science, Electrical Engineering, Biotechnology	-196 kg	726	992	-0.2469	1262 kg
4	813 mph	0.6224	Stockton	San Diego	0.577	2036	2727	Statistics	1209 kg	-10	-163	0.3901	17 kg
2	362 mph	2.2443	San Diego	Stockton	0.6197	118	446	Bioinformatics	-435 kg	-273	1077	0.2578	2471 kg
